road_event_id,road_name,duration_hr,vehicle_impact,latitude,longitude,crash_count,avg_severity,avg_distance_km,avg_visibility_mi,avg_precip_in,avg_temp_F,avg_wind_mph,high_risk
ELP_2022-01-27_00083+2024-04-02,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-03,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-04,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-05,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-06,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-07,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-08,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-09,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-06-30_00025+2024-04-06,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-01-27_00083+2024-04-10,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-11,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-12,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-13,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-14,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-01-27_00083+2024-04-15,Americas,23.99972222222222,all-lanes-open,31.676631,-106.323587,134,2.0,0.5618894579277065,9.772388059701493,0.07357142857142858,72.2410447761194,8.43015873015873,0
ELP_2022-06-30_00025+2024-04-02,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-03,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-04,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-05,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-07,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-08,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-09,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-10,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-11,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-12,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-13,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
ELP_2022-06-30_00025+2024-04-14,IH-10,23.99972222222222,all-lanes-open,31.908373,-106.582949,3,3.6666666666666665,0.5252104938001114,8.333333333333334,0.0,62.800000000000004,7.3,0
